"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"5-q1",-0.73,-1,0,1.87,60,5,5.52,"hard",0.8
"4-q8",-0.4,0,0,1.5,33.33,10,5.38,"easy",1
"7-q4",1.13,1,3,1.77,60,13,8.26,"easy",1.8
"10-q7",1.4,1,3,1.55,73.33,6,6.23,"hard",-0.2
"0-q6",3,3,3,0,100,6,5.43,"easy",3
"3-q8",-2.07,-3,-3,2.09,86.67,7,6.91,"easy",-1.8
"2-q3",0.6,0,0,1.18,46.67,16,9.23,"easy",0.8
"2-q6",3,3,3,0,100,16,9.23,"easy",3
"5-q8",2.6,3,3,0.83,100,12,7.2,"easy",0.8
"2-q4",-0.47,0,0,1.73,46.67,16,9.23,"hard",-1
"9-q7",1.33,1,3,1.63,73.33,4,6.97,"hard",0
"1-q3",-2.6,-3,-3,0.74,100,13,8.36,"easy",-3
"3-q2",2.2,3,3,1.78,86.67,6,7.88,"easy",0.6
"8-q10",-0.27,0,0,1.58,33.33,5,5.82,"hard",0.8
"5-q10",-1.67,-3,-3,2.19,80,12,7.2,"easy",-2.6
"6-q2",2.53,3,3,0.99,93.33,6,6.66,"easy",2.4
"4-q5",0.07,0,0,1.98,33.33,10,5.38,"hard",0.6
"10-q8",2.2,3,3,1.26,93.33,11,8.51,"hard",0.4
"4-q3",-1.07,-2,-3,2.31,73.33,10,5.38,"easy",-2.2
"1-q10",-2.47,-3,-3,1.55,93.33,13,8.36,"easy",-3
"7-q5",1.6,1,3,1.45,73.33,13,8.26,"hard",-0.4
"8-q4",1.6,1,3,1.55,80,5,5.82,"easy",1.6
"10-q9",-0.33,0,0,1.45,33.33,6,6.23,"hard",0
"6-q3",1.2,1,3,1.66,53.33,10,6.49,"hard",0
"9-q4",-2.8,-3,-3,0.41,100,8,8.9,"easy",-2.8
"3-q1",0.67,1,3,1.99,53.33,6,7.88,"hard",-0.6
"8-q4",1.4,1,3,1.84,73.33,7,7.3,"easy",1.6
"4-q6",0.93,1,1,1.67,66.67,17,9.47,"hard",0.4
"7-q5",1.13,1,3,1.92,53.33,7,7.84,"hard",-0.4
"7-q6",-0.67,-1,-1,2.06,73.33,7,7.84,"easy",-1.8
"1-q7",-2.27,-3,-3,1.79,86.67,13,8.36,"easy",-2
"3-q9",1.07,1,0,1.71,60,9,8.46,"hard",-0.4
"9-q9",-0.6,0,0,1.5,40,4,6.97,"hard",0
"8-q9",0.53,1,1,1.51,60,7,7.3,"hard",-0.8
"7-q8",0.4,0,3,2.16,40,13,8.26,"hard",0.4
"4-q4",-2.47,-3,-3,1.55,93.33,10,5.38,"easy",-3
"9-q6",-1,-1,-1,1.31,73.33,8,8.9,"hard",0.2
"2-q7",-1.07,-1,0,1.67,60,6,9.67,"hard",0
"6-q2",2.4,3,3,1.06,93.33,13,7.33,"easy",2.4
"7-q1",-1.67,-2,-1,1.54,93.33,8,8.35,"hard",-0.2
"1-q9",0.73,1,1,1.62,66.67,5,8.9,"hard",0
"1-q3",-1.67,-2,-3,2.02,86.67,7,6.54,"easy",-3
"9-q6",-0.47,0,0,1.88,46.67,4,6.97,"hard",0.2
"5-q5",0.87,1,1,1.68,60,5,5.52,"hard",-0.4
"0-q7",-1.13,-2,-3,2.1,66.67,6,5.43,"easy",-1.4
"8-q8",-0.87,-1,-1,1.41,80,8,5.92,"easy",-0.6
"10-q7",1.33,1,3,1.91,73.33,6,6.98,"hard",-0.2
"5-q1",-1.6,-2,-3,1.35,73.33,12,7.2,"hard",0.8
"1-q2",-2,-3,-3,2.07,86.67,7,6.54,"easy",-2.6
"4-q2",-1.87,-2,-2,1.19,86.67,10,5.38,"easy",-1.2
"7-q6",-0.93,-2,-2,1.91,73.33,13,8.26,"easy",-1.8
"6-q3",0.07,0,0,0.88,33.33,6,6.66,"hard",0
"9-q1",-0.47,-2,3,2.61,66.67,4,6.97,"easy",-1.2
"9-q5",-2.4,-3,-3,1.59,93.33,9,8.05,"easy",-3
"9-q9",-0.47,0,0,1.25,46.67,8,8.9,"hard",0
"4-q5",0.67,0,3,1.99,46.67,17,9.47,"hard",0.6
"8-q1",-0.67,-2,-2,2.09,73.33,5,5.82,"hard",0
"8-q9",0.67,0,0,1.4,40,8,5.92,"hard",-0.8
"5-q2",-2,-3,-3,1.46,80,12,7.2,"easy",-1.8
"4-q10",2.13,3,3,1.96,86.67,17,9.47,"easy",2.8
"9-q7",1.8,3,3,1.42,80,9,8.05,"hard",0
"10-q4",0.4,0,1,1.4,46.67,6,6.98,"hard",0.2
"5-q8",2.33,3,3,1.23,93.33,5,5.52,"easy",0.8
"6-q1",-1.73,-2,-3,1.75,86.67,10,6.49,"easy",-1.4
"8-q2",2.6,3,3,1.12,93.33,5,5.82,"easy",1
"5-q6",-2.27,-3,-3,1.71,86.67,12,7.2,"easy",-2.4
"1-q5",-1.07,-1,-1,1.62,66.67,7,6.54,"easy",-1.2
"9-q2",-1.13,-1,-1,1.46,80,8,8.9,"easy",-1.4
"2-q9",-1.67,-1,-1,1.11,86.67,6,9.67,"hard",-0.6
"10-q9",-0.73,0,0,1.03,40,6,6.98,"hard",0
"9-q1",-0.67,-2,-2,2.13,66.67,8,8.9,"easy",-1.2
