"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"8-q2",2.8,3,3,0.77,93.33,7,5.41,"easy",1
"9-q4",-2.6,-3,-3,0.63,100,8,8.78,"easy",-2.8
"1-q9",0.33,0,1,1.29,46.67,7,5.84,"hard",0
"10-q8",2,3,3,1.46,93.33,8,8.08,"hard",0.4
"2-q10",1.67,1,1,1.18,86.67,5,8,"easy",1
"3-q4",1.87,3,3,1.3,80,13,8.49,"hard",0.4
"2-q2",2.73,3,3,0.7,100,5,8,"easy",2.2
"7-q8",-0.27,0,0,1.58,40,16,9.2,"hard",0.4
"0-q2",-0.87,-1,0,1.92,60,7,7,"easy",-1.4
"2-q9",-1.2,-1,-1,1.47,86.67,5,8,"hard",-0.6
"5-q5",1,1,1,1.46,60,7,6.54,"hard",-0.4
"9-q7",1.53,1,3,1.64,80,8,8.78,"hard",0
"3-q5",-0.67,0,0,1.05,46.67,13,8.49,"hard",0.6
"6-q5",-2.8,-3,-3,0.41,100,10,6.22,"easy",-2.2
"1-q10",-2.93,-3,-3,0.26,100,7,5.84,"easy",-3
"5-q10",-2.47,-3,-3,1.55,93.33,7,6.54,"easy",-2.6
"8-q7",1.8,1,3,1.21,86.67,7,5.41,"hard",0
"6-q3",0.2,0,0,0.41,20,11,7.45,"hard",0
"7-q2",0.67,0,3,1.95,46.67,16,9.2,"hard",-0.8
"1-q5",-1.6,-2,-3,1.72,80,7,5.84,"easy",-1.2
"0-q10",-2.87,-3,-3,0.35,100,7,7,"easy",-3
"3-q10",-0.73,-1,-1,0.8,60,13,8.49,"hard",0
"10-q2",1.27,1,3,1.67,66.67,8,8.08,"hard",0.4
"10-q1",-1.6,-2,-3,1.3,80,8,8.08,"easy",-1
"8-q10",0.13,0,0,1.6,33.33,7,5.41,"hard",0.8
"10-q3",3,3,3,0,100,5,8.99,"easy",1.6
"6-q10",-0.47,-1,-1,1.55,53.33,11,7.45,"easy",-0.4
"4-q5",1.6,3,3,1.96,66.67,13,9.37,"hard",0.6
"1-q3",-2.8,-3,-3,0.41,100,7,5.84,"easy",-3
"3-q5",-0.53,0,0,0.99,46.67,6,4.06,"hard",0.6
"10-q9",-0.67,-1,0,1.63,53.33,8,8.08,"hard",0
"1-q2",-2.07,-3,-3,2.09,86.67,7,7.35,"easy",-2.6
"1-q9",0.4,0,1,1.5,46.67,7,7.35,"hard",0
"10-q7",1,1,1,1.6,66.67,5,8.99,"hard",-0.2
"9-q6",-0.8,-1,-1,1.47,66.67,8,8.78,"hard",0.2
"0-q9",-1.53,-1,-1,0.92,93.33,7,7,"easy",-1.2
"5-q1",-0.4,-1,0,1.72,53.33,7,6.54,"hard",0.8
"3-q2",2.4,3,3,1.4,93.33,13,8.49,"easy",0.6
"5-q1",-1.73,-2,-3,1.44,80,12,7.94,"hard",0.8
