"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"5-q10",-2.8,-3,-3,0.42,100,8.5,7.44,"easy",-2.6
"7-q1",-0.4,-1,-1,1.71,60,4,6.45,"hard",-0.2
"9-q7",1.9,2,3,1.2,90,7,6.54,"hard",0
"9-q4",-2.1,-2,-2,0.74,100,6,10.52,"easy",-2.8
"6-q2",2.8,3,3,0.63,100,7,8.99,"easy",2.4
"2-q3",0.8,0.5,0,1.32,50,8.5,8.03,"easy",0.8
"5-q5",-0.1,0,0,1.2,30,10,9.07,"hard",-0.4
"4-q5",1.1,0.5,0,1.37,50,8.5,6.43,"hard",0.6
"7-q8",0.6,0.5,0,1.58,50,16,8.91,"hard",0.4
"7-q2",-0.1,-0.5,3,2.38,50,16,8.91,"hard",-0.8
"5-q1",-0.8,-1,0,1.93,50,10,9.07,"hard",0.8
"6-q7",2.2,3,3,1.03,100,13,7.21,"easy",0.4
"5-q7",-1.5,-2,-2,1.08,90,10,9.07,"easy",-2
"2-q9",-1.5,-1,-1,0.97,90,8.5,8.03,"hard",-0.6
"6-q7",2.6,3,3,0.84,100,7,8.99,"easy",0.4
"2-q10",1.1,1,1,1.2,80,7.5,8.92,"easy",1
"8-q2",2.3,3,3,1.16,90,7.5,4.82,"easy",1
"10-q3",2.5,3,3,1.58,90,7,8.76,"easy",1.6
"9-q5",-2.7,-3,-3,0.67,100,13,8.71,"easy",-3
"8-q1",-0.4,-0.5,-2,1.58,50,6.5,3.94,"hard",0
"6-q5",-2.8,-3,-3,0.42,100,7,8.99,"easy",-2.2
"7-q6",-1.1,-1.5,-2,1.66,80,4,6.45,"easy",-1.8
"10-q2",0.9,2,3,2.47,60,7,5.25,"hard",0.4
"9-q2",-1,-1,-1,1.63,80,13,8.71,"easy",-1.4
"10-q9",-0.5,0,0,0.71,40,9.5,9.13,"hard",0
"8-q8",-1.3,-1,-1,0.82,90,7.5,4.82,"easy",-0.6
"1-q5",-1.5,-1,-1,0.85,100,4.5,6.82,"easy",-1.2
"9-q9",-0.4,0,0,0.52,40,6,10.52,"hard",0
"10-q8",2.1,3,3,1.2,90,7,5.25,"hard",0.4
"5-q5",1.2,1,1,1.14,90,8.5,4.62,"hard",-0.4
"3-q2",2.2,3,3,1.03,100,8,9.31,"easy",0.6
"10-q2",0,0,3,2.49,40,6.5,8.88,"hard",0.4
"10-q2",1.5,2,3,1.65,60,7,8.76,"hard",0.4
"3-q3",0.5,0,0,0.97,30,6.5,6.67,"easy",0.6
"1-q6",1.1,1,0,1.45,60,14.5,7.8,"easy",1.6
"10-q9",-0.5,0,0,1.08,40,6.5,8.88,"hard",0
"10-q1",-1.7,-2,-3,1.42,70,7,5.25,"easy",-1
"1-q3",-2.6,-3,-3,0.7,100,14.5,7.8,"easy",-3
"5-q8",3,3,3,0,100,8.5,7.44,"easy",0.8
"10-q7",1.2,1,1,1.4,70,7,8.76,"hard",-0.2
"3-q8",-2.2,-2,-2,0.79,100,8,9.31,"easy",-1.8
"5-q6",-2.6,-3,-3,0.7,100,10,9.07,"easy",-2.4
"2-q2",3,3,3,0,100,10.5,9.19,"easy",2.2
"4-q8",-0.2,0,0,1.81,30,8.5,6.43,"easy",1
"2-q2",3,3,3,0,100,7.5,8.92,"easy",2.2
"1-q9",0.3,1,1,0.95,60,4.5,6.82,"hard",0
"4-q2",-1.9,-2,-3,1.29,90,12.5,8.17,"easy",-1.2
"9-q9",-0.2,0,0,0.63,10,13,8.71,"hard",0
"6-q10",-0.2,-1,-1,1.48,60,7,5.28,"easy",-0.4
"4-q6",1.9,2,3,1.2,90,16,7.91,"hard",0.4
"10-q8",2.3,3,3,1.16,90,6.5,8.88,"hard",0.4
"8-q10",-0.2,0,0,1.14,20,7.5,4.82,"hard",0.8
"0-q2",-0.9,-1,0,1.85,60,9,7.22,"easy",-1.4
"2-q4",-0.3,0,0,1.42,40,6,7.42,"hard",-1
"2-q9",-1.7,-2,-3,1.83,90,10.5,9.19,"hard",-0.6
"8-q7",1.3,1,1,0.95,90,7.5,4.82,"hard",0
"6-q10",-0.9,-1,-1,1.52,70,7,8.99,"easy",-0.4
"2-q10",2.2,3,3,1.03,100,10.5,9.19,"easy",1
"10-q1",-1.1,-2,-2,1.91,70,7,8.76,"easy",-1
"4-q1",-1.2,-1.5,-1,1.75,80,12.5,8.17,"easy",-0.6
"3-q9",0.7,0.5,0,1.49,50,6.5,6.67,"hard",-0.4
"2-q6",2.6,3,3,0.84,100,6,7.42,"easy",3
"5-q6",-3,-3,-3,0,100,8.5,7.44,"easy",-2.4
"6-q8",1.5,1,1,1.58,90,7,8.99,"easy",1
"4-q8",0.4,0,0,1.51,30,16,7.91,"easy",1
"0-q9",-1.5,-1.5,-1,0.85,90,6.5,6.67,"easy",-1.2
"0-q4",-0.7,-1.5,1,2.06,60,6,4.9,"hard",-1
"6-q5",-2.8,-3,-3,0.42,100,7,5.28,"easy",-2.2
"6-q3",0.7,0.5,0,1.49,50,7,8.99,"hard",0
"2-q4",0.2,0,0,1.03,10,8.5,8.03,"hard",-1
"10-q8",2.6,3,3,0.84,100,7,8.76,"hard",0.4
"5-q8",2.4,3,3,0.97,100,8.5,4.62,"easy",0.8
"8-q7",1.5,1,1,1.58,90,9,8.49,"hard",0
