"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"4-q8",-0.3,0,0,1.64,40,11,8.97,"easy",1
"2-q4",0.7,0,0,1.25,30,14.5,8.89,"hard",-1
"9-q2",-0.8,-2,-2,2.15,70,5.5,5.25,"easy",-1.4
"6-q2",3,3,3,0,100,7,6.55,"easy",2.4
"5-q8",2.8,3,3,0.63,100,7.5,8.53,"easy",0.8
"7-q1",-1,-1,-1,1.76,70,9,6.55,"hard",-0.2
"3-q10",-0.3,-0.5,-1,1.57,50,7.5,6.71,"hard",0
"10-q2",0.1,-0.5,-2,2.13,50,7,9.15,"hard",0.4
"1-q6",1.3,1,1,1.25,70,5.5,5.63,"easy",1.6
"5-q6",-2.1,-3,-3,1.91,90,7.5,8.19,"easy",-2.4
"8-q1",-0.7,-1,-2,1.57,60,8,5.08,"hard",0
"6-q3",0.6,0,0,1.51,40,6.5,7.11,"hard",0
"5-q7",-2.4,-2,-2,0.52,100,10.5,5.79,"easy",-2
"3-q9",1.4,1,1,1.17,80,6,10.5,"hard",-0.4
"9-q5",-2.7,-3,-3,0.48,100,13.5,10.47,"easy",-3
"5-q1",-0.1,0,0,1.37,40,6,8.79,"hard",0.8
"6-q8",1.4,1,3,1.65,80,6.5,7.11,"easy",1
"10-q5",0.3,0,0,1.64,30,11.5,10.13,"hard",0.2
"3-q4",1.5,1,1,1.08,90,7.5,7.78,"hard",0.4
"8-q7",1.2,1,1,1.55,80,5,5.58,"hard",0
"4-q4",-2.7,-3,-3,0.48,100,8,9.26,"easy",-3
"2-q3",0.6,1,1,0.52,60,5.5,8.08,"easy",0.8
"0-q8",-0.6,-1,-1,1.07,60,12,7.58,"hard",-0.2
"2-q9",-1.8,-1.5,-1,0.92,100,8.5,10.3,"hard",-0.6
"4-q8",0.3,0,0,1.7,30,8,9.26,"easy",1
"10-q9",-0.7,-1,0,1.64,60,7,9.15,"hard",0
"1-q3",-2.7,-3,-3,0.67,100,7.5,7.68,"easy",-3
"1-q9",0.8,1,1,0.92,60,6.5,8.08,"hard",0
"10-q7",2.1,3,3,1.52,80,7,9.15,"hard",-0.2
"8-q10",0.1,0,0,1.79,30,6,6.55,"hard",0.8
"7-q8",-0.1,0,0,0.74,30,16.5,7.66,"hard",0.4
"2-q10",1.3,1,3,1.57,60,5.5,8.08,"easy",1
"2-q6",3,3,3,0,100,8.5,10.3,"easy",3
"5-q1",-1.6,-2,-2,1.26,80,10.5,5.79,"hard",0.8
"7-q1",0.1,-1,3,2.18,60,4.5,9.29,"hard",-0.2
"1-q10",-2.4,-3,-3,1.9,90,6.5,8.08,"easy",-3
"6-q2",2.4,3,3,0.97,100,12,5.35,"easy",2.4
"7-q9",0.7,1,1,2.06,60,16,7.33,"easy",1.8
"3-q8",-1.8,-2,-2,1.81,90,6,10.5,"easy",-1.8
"4-q6",0.8,1,3,1.93,60,11,8.97,"hard",0.4
"5-q3",3,3,3,0,100,6,8.79,"easy",2.6
"9-q2",-0.7,-1,-1,2.11,80,7.5,6.12,"easy",-1.4
"0-q8",-0.1,0,0,0.88,20,5.5,5.61,"hard",-0.2
"6-q3",1.2,1,0,1.32,60,7,6.55,"hard",0
"4-q10",2.8,3,3,0.63,100,8,9.26,"easy",2.8
"9-q9",-0.6,0,0,0.97,40,7.5,6.12,"hard",0
"9-q7",1.8,2,3,1.32,80,5.5,7.37,"hard",0
"7-q6",-1.3,-1,-1,0.67,90,16.5,7.66,"easy",-1.8
"1-q3",-2.5,-3,-3,0.71,100,5.5,5.63,"easy",-3
"3-q1",0.4,0.5,3,2.22,50,7,6.23,"hard",-0.6
"9-q1",-0.5,-1.5,3,2.59,60,5.5,5.25,"easy",-1.2
"7-q2",0.2,0,3,2.15,40,4.5,9.29,"hard",-0.8
"10-q2",1.3,3,3,2.41,70,6,5.81,"hard",0.4
"10-q4",0.8,0.5,0,1.32,50,6,5.81,"hard",0.2
"5-q5",1.1,1,3,1.45,60,6,8.79,"hard",-0.4
"4-q3",-1.3,-2,-3,2.16,70,8,6.6,"easy",-2.2
"9-q4",-2.4,-2.5,-3,0.7,100,7.5,6.12,"easy",-2.8
"4-q2",-1,-1,-1,1.83,70,8,6.6,"easy",-1.2
"9-q9",-0.3,0,0,1.42,40,13.5,10.47,"hard",0
"7-q9",1.8,2,3,1.32,80,16.5,7.66,"easy",1.8
"7-q10",1.1,1,3,1.97,70,16,7.33,"easy",1.2
"0-q7",-1.1,-2,-3,2.47,70,12,7.58,"easy",-1.4
"9-q4",-1.7,-3,-3,2.5,80,5.5,5.25,"easy",-2.8
"6-q5",-2.2,-3,-3,1.87,90,12,5.35,"easy",-2.2
"10-q9",0.2,0,0,1.23,30,11.5,10.13,"hard",0
"1-q5",-1.5,-1,-1,1.08,90,5.5,5.63,"easy",-1.2
"7-q8",1.4,1,3,1.51,70,4.5,9.29,"hard",0.4
"2-q2",2.5,3,3,1.08,90,8,8.48,"easy",2.2
"3-q2",1.9,3,3,1.66,90,6,10.5,"easy",0.6
"10-q8",2,2,3,1.05,100,8,5.86,"hard",0.4
"8-q9",0.4,0,0,1.26,40,5,5.58,"hard",-0.8
"4-q1",-1.7,-2,-3,1.16,80,17.5,8.06,"easy",-0.6
"2-q1",-2.7,-3,-3,0.67,100,14.5,8.89,"easy",-2.2
"0-q2",-1.1,-1.5,-2,1.79,70,3,5.25,"easy",-1.4
"2-q3",0.9,1,1,1.37,70,14.5,8.89,"easy",0.8
"2-q10",1.7,2,3,1.49,80,8.5,10.3,"easy",1
"2-q4",-0.3,0,0,1.57,30,8,8.48,"hard",-1
"0-q1",-0.2,-0.5,0,2.04,50,12,7.58,"easy",-2.2
"7-q2",-0.8,-2,-2,2.3,70,16.5,7.66,"hard",-0.8
"9-q4",-1.6,-3,-3,2.46,80,13.5,10.47,"easy",-2.8
"7-q5",1.5,1,3,1.43,80,4.5,9.29,"hard",-0.4
"3-q4",1.1,1,1,1.6,70,6,10.5,"hard",0.4
"9-q6",0,-0.5,-1,1.33,50,5.5,7.37,"hard",0.2
"0-q10",-2.6,-3,-3,0.52,100,3,5.25,"easy",-3
"10-q2",-0.4,-0.5,-3,2.22,50,8,5.86,"hard",0.4
"0-q9",-1.1,-1.5,-2,1.66,80,3,5.25,"easy",-1.2
"2-q6",3,3,3,0,100,5.5,8.08,"easy",3
"4-q2",-2.2,-2,-2,0.63,100,11,8.97,"easy",-1.2
"6-q8",2,3,3,1.94,90,7,6.55,"easy",1
"4-q4",-2.7,-3,-3,0.48,100,8,6.6,"easy",-3
"4-q6",0.8,1,1,1.48,60,8,6.6,"hard",0.4
"7-q1",-1,-1.5,-2,1.83,60,16,7.33,"hard",-0.2
"2-q3",0.7,0,0,1.34,40,8,8.48,"easy",0.8
"5-q10",-2.8,-3,-3,0.42,100,7.5,8.53,"easy",-2.6
"4-q2",-1.2,-2.5,-3,2.44,70,8,9.26,"easy",-1.2
"3-q9",1,0,0,1.41,40,7,6.23,"hard",-0.4
"3-q10",-0.3,-0.5,0,1.34,50,6,10.5,"hard",0
"6-q7",2.1,3,3,1.66,90,7,6.55,"easy",0.4
"3-q4",1.6,1,1,0.97,100,7,6.23,"hard",0.4
"10-q4",-0.1,0.5,1,1.91,50,8,5.86,"hard",0.2
"9-q9",-0.1,0,0,1.45,20,5.5,5.25,"hard",0
"6-q6",-1.8,-2,-2,0.63,100,6.5,7.11,"easy",-1.6
"7-q5",1.7,3,3,1.7,60,16,7.33,"hard",-0.4
"2-q3",1.7,2,3,1.42,70,8.5,10.3,"easy",0.8
"9-q6",-0.8,-1,-3,1.87,60,13.5,10.47,"hard",0.2
"3-q5",-1.1,-1.5,-2,1.37,70,7.5,6.71,"hard",0.6
"0-q4",0.1,0,3,2.38,40,3,5.25,"hard",-1
"10-q5",0,0,0,1.94,40,7,9.15,"hard",0.2
"10-q1",-2.4,-2,-2,0.52,100,7,9.15,"easy",-1
"10-q9",-0.9,-0.5,0,1.1,50,6,5.81,"hard",0
"6-q3",0.9,1,1,1.45,70,6.5,7.51,"hard",0
"5-q6",-2.6,-3,-3,0.7,100,6,8.79,"easy",-2.4
"7-q8",0.3,0.5,-2,1.89,50,9,6.55,"hard",0.4
"8-q2",2.4,3,3,0.97,100,6,6.55,"easy",1
"7-q4",0.8,1,1,2.04,70,9,6.55,"easy",1.8
"3-q2",2.8,3,3,0.63,100,7.5,7.78,"easy",0.6
"2-q9",-1.8,-1.5,-1,0.92,100,8,8.48,"hard",-0.6
"0-q2",-1.1,-1.5,-2,1.79,70,12,7.58,"easy",-1.4
"5-q5",1.3,1,1,0.95,90,7.5,8.19,"hard",-0.4
"0-q8",-0.1,-0.5,0,1.79,50,3,5.25,"hard",-0.2
"0-q10",-2.1,-3,-3,1.85,90,12,7.58,"easy",-3
"10-q3",3,3,3,0,100,7,9.15,"easy",1.6
"4-q5",0.9,0.5,0,1.66,50,11,8.97,"hard",0.6
"1-q5",-1.3,-1.5,-3,1.83,80,6.5,8.08,"easy",-1.2
"4-q5",-0.2,0,0,1.62,30,8,9.26,"hard",0.6
"10-q5",0.2,0,0,1.75,20,6,5.81,"hard",0.2
"3-q3",0.6,1,1,1.26,60,7,6.23,"easy",0.6
"1-q2",-1.7,-3,-3,2.5,80,11.5,8.55,"easy",-2.6
"3-q3",1.5,1,3,1.35,70,7.5,6.71,"easy",0.6
"5-q6",-2.1,-3,-3,1.91,90,10.5,5.79,"easy",-2.4
"5-q8",2.4,3,3,1.35,90,6,8.79,"easy",0.8
"5-q10",-2.5,-3,-3,0.71,100,10.5,5.79,"easy",-2.6
"9-q2",-1.1,-1,-1,0.74,90,5.5,7.37,"easy",-1.4
