"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"5-q6",-2.5,-3,-3,0.69,100,8,7.04,"easy",-2.4
"4-q6",1.3,1,1,1.08,80,11.5,7.84,"hard",0.4
"6-q1",-1.9,-2,-2,0.79,95,8,6.23,"easy",-1.4
"5-q2",-2.25,-3,-3,1.45,90,12.5,8.2,"easy",-1.8
"10-q8",1.9,2,3,1.21,95,6,7.89,"hard",0.4
"7-q8",0.35,0,0,1.42,35,14.5,7.98,"hard",0.4
"1-q1",2.5,3,3,1.57,90,7.5,7.07,"easy",2.4
"9-q9",-0.5,0,0,0.89,30,6,8.24,"hard",0
"2-q3",1.4,1,3,1.47,70,7.5,7.76,"easy",0.8
"2-q1",-2.75,-3,-3,0.44,100,7.5,7.76,"easy",-2.2
"4-q5",1,0.5,3,1.89,50,11.5,7.84,"hard",0.6
"0-q4",0.6,1,1,2.09,60,8,6.38,"hard",-1
"3-q9",0.75,0.5,0,1.12,50,10.5,9.14,"hard",-0.4
"3-q10",-0.25,0,0,0.97,45,10.5,9.14,"hard",0
"2-q9",-1.5,-1,-1,0.76,95,6.5,8.89,"hard",-0.6
"4-q2",-1.45,-1,-1,1.28,75,11.5,7.84,"easy",-1.2
"0-q10",-2.85,-3,-3,0.37,100,8,6.38,"easy",-3
"8-q8",-0.85,-1,-1,1.27,85,7,5.03,"easy",-0.6
"3-q4",1.2,1,1,1.2,75,10.5,9.14,"hard",0.4
"7-q5",1.3,1,0,1.34,60,14.5,7.98,"hard",-0.4
"1-q5",-1.4,-1,-1,1.05,80,7.5,7.07,"easy",-1.2
"9-q4",-2.55,-3,-3,0.69,100,6,8.24,"easy",-2.8
"9-q7",1.65,2,3,1.57,80,6,8.24,"hard",0
"6-q3",0.45,0,0,1.19,45,8,6.23,"hard",0
"3-q8",-2.2,-2.5,-3,1.06,95,10.5,9.14,"easy",-1.8
"6-q5",-2.65,-3,-3,0.75,95,12,7.96,"easy",-2.2
"5-q1",-0.75,-1,-2,1.77,60,8,7.04,"hard",0.8
"5-q10",-2.55,-3,-3,0.6,100,12.5,8.2,"easy",-2.6
"6-q2",2.3,3,3,1.13,90,8,6.23,"easy",2.4
"3-q3",0.8,0.5,0,1.32,50,10.5,9.14,"easy",0.6
"8-q10",0.1,0,0,1.12,25,7,5.03,"hard",0.8
"2-q4",0.15,0,0,1.5,25,6.5,8.89,"hard",-1
"8-q5",0.9,0.5,0,1.37,50,7,5.03,"easy",1.6
"9-q5",-2.95,-3,-3,0.22,100,6,8.24,"easy",-3
"5-q1",-1.25,-1.5,-3,1.62,75,12.5,8.2,"hard",0.8
"9-q6",-0.75,-1,-1,1.25,55,6,8.24,"hard",0.2
"1-q6",1.55,1,3,1.28,75,7.5,7.07,"easy",1.6
"10-q9",-0.65,0,0,1.46,45,8,8.42,"hard",0
"0-q1",-1.15,-2,-2,1.84,70,8,6.38,"easy",-2.2
"0-q7",-0.4,-0.5,-3,2.54,50,8,6.38,"easy",-1.4
"9-q10",1,1,1,1.26,70,6,8.24,"easy",0.6
"9-q2",-1.55,-1,-1,0.94,90,6,8.24,"easy",-1.4
"4-q1",-1.05,-1,-1,1.5,70,11.5,7.84,"easy",-0.6
"10-q5",-0.25,0,0,1.37,30,8,8.42,"hard",0.2
"5-q5",0.7,0.5,0,1.22,50,8,7.04,"hard",-0.4
"6-q6",-1.45,-2,-2,1.36,90,12,7.96,"easy",-1.6
"3-q2",2.35,3,3,1.23,90,10.5,9.14,"easy",0.6
"1-q10",-2.85,-3,-3,0.37,100,7.5,7.07,"easy",-3
"7-q9",2.05,3,3,1.28,90,14.5,7.98,"easy",1.8
"10-q7",1.7,2,3,1.59,85,8,8.42,"hard",-0.2
"1-q7",-2.75,-3,-3,0.44,100,7.5,7.07,"easy",-2
"3-q1",0.7,0.5,0,1.42,50,10.5,9.14,"hard",-0.6
