"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"3-q3",0.7,0.5,0,0.95,50,5.5,8.83,"easy",0.6
"3-q1",-0.2,0,-2,1.62,40,6.5,6.11,"hard",-0.6
"4-q5",0.7,0,0,1.77,40,11,8.15,"hard",0.6
"8-q9",0.3,0.5,1,0.95,50,4.5,7.07,"hard",-0.8
"5-q7",-2.4,-3,-3,0.84,100,8.5,7.87,"easy",-2
"6-q5",-2.8,-3,-3,0.42,100,9.5,6.19,"easy",-2.2
"0-q1",-2.1,-2,-2,0.99,90,5.5,5.4,"easy",-2.2
"5-q6",-2.3,-3,-3,1.89,90,6,4.37,"easy",-2.4
"4-q2",-1.9,-2.5,-3,1.37,70,14,7.89,"easy",-1.2
"1-q3",-2.9,-3,-3,0.32,100,6.5,4.78,"easy",-3
"0-q7",-1.9,-2.5,-3,1.45,80,5.5,5.4,"easy",-1.4
"1-q9",-0.3,0,0,1.49,30,7,9.14,"hard",0
"1-q7",-2.5,-3,-3,1.27,90,7,9.14,"easy",-2
"10-q4",-0.4,0,0,1.9,40,5,4.74,"hard",0.2
"6-q10",-0.8,-1,-1,1.14,70,8.5,8.58,"easy",-0.4
"6-q2",2.6,3,3,0.84,100,8.5,8.58,"easy",2.4
"9-q7",2.6,3,3,0.84,100,12,8.5,"hard",0
"10-q8",2.2,3,3,1.03,100,8,9.13,"hard",0.4
"3-q9",0.9,0.5,0,1.66,50,6.5,6.11,"hard",-0.4
"6-q6",-1.2,-1,-1,0.92,90,8.5,8.58,"easy",-1.6
"2-q3",0.8,0.5,0,1.32,50,6,7.56,"easy",0.8
"4-q1",-1.2,-1,-1,1.32,70,11,8.15,"easy",-0.6
"8-q1",-0.4,-0.5,-2,1.58,50,4.5,7.07,"hard",0
"5-q10",-2.4,-2.5,-3,0.7,100,9,8.74,"easy",-2.6
"7-q5",1.4,1,0,1.43,60,14.5,8.01,"hard",-0.4
"1-q6",1.5,1,3,1.35,70,6.5,4.78,"easy",1.6
"1-q10",-2.8,-3,-3,0.42,100,7.5,4.12,"easy",-3
"8-q4",1.9,3,3,1.52,80,4.5,7.07,"easy",1.6
"1-q5",-1.6,-1,-1,1.26,80,7.5,4.12,"easy",-1.2
"4-q1",-1.3,-1.5,-3,1.95,70,14,7.89,"easy",-0.6
"5-q5",1.1,1,3,1.45,60,6,4.37,"hard",-0.4
"10-q2",0.8,0,3,1.99,40,8,9.13,"hard",0.4
"8-q5",1.1,1,3,1.97,60,7,2.67,"easy",1.6
"5-q6",-2.6,-3,-3,0.7,100,9,8.74,"easy",-2.4
"3-q4",1.4,1,1,1.17,80,9,8.19,"hard",0.4
"10-q9",-0.9,-1,-1,1.1,70,9.5,9.98,"hard",0
"4-q10",2.8,3,3,0.63,100,11,8.15,"easy",2.8
"5-q10",-2.4,-3,-3,1.9,90,6,4.37,"easy",-2.6
"5-q7",-2.2,-2.5,-3,0.92,100,6,4.37,"easy",-2
"10-q8",2.1,3,3,1.66,90,5,4.74,"hard",0.4
"4-q4",-2.9,-3,-3,0.32,100,8,9.08,"easy",-3
"5-q1",-1.1,-1,-1,1.73,80,8.5,7.87,"hard",0.8
"0-q1",-1.7,-2,-2,1.06,80,8,6.26,"easy",-2.2
"2-q6",3,3,3,0,100,6,7.56,"easy",3
"5-q3",3,3,3,0,100,8.5,7.87,"easy",2.6
"5-q8",2.4,3,3,1.35,90,9,8.74,"easy",0.8
"7-q10",1.2,1,1,1.4,70,17,10.17,"easy",1.2
"1-q3",-2.8,-3,-3,0.63,100,7,9.14,"easy",-3
"3-q4",1.4,1,1,1.26,90,6.5,6.11,"hard",0.4
"9-q9",-0.5,0,0,0.97,30,12,8.5,"hard",0
"3-q10",0,0,-1,1.25,40,6.5,6.11,"hard",0
"6-q7",1.8,2,3,1.32,80,8.5,8.58,"easy",0.4
"2-q1",-2.7,-3,-3,0.48,100,6,7.56,"easy",-2.2
"5-q8",2.6,3,3,0.84,100,8.5,7.87,"easy",0.8
"2-q9",-2.3,-2,-2,0.67,100,10.5,8.82,"hard",-0.6
"4-q6",1.4,1,1,0.84,100,11,8.15,"hard",0.4
"1-q7",-2.7,-3,-3,0.48,100,7.5,4.12,"easy",-2
"3-q10",-0.6,-1,-1,1.51,70,5.5,8.83,"hard",0
"0-q2",-1.6,-2,-2,0.97,80,8,6.26,"easy",-1.4
"7-q8",-0.1,0.5,1,1.37,50,14.5,8.01,"hard",0.4
"5-q6",-2.9,-3,-3,0.32,100,8.5,7.87,"easy",-2.4
"8-q9",0.5,0.5,0,1.27,50,7,2.67,"hard",-0.8
"9-q2",-1.1,-1,-1,1.6,90,6.5,4.2,"easy",-1.4
"10-q8",1.8,2,3,1.4,90,9.5,9.98,"hard",0.4
"1-q1",2,3,3,2.16,80,7.5,4.12,"easy",2.4
"8-q10",-0.4,0,0,0.84,40,4.5,7.07,"hard",0.8
"4-q8",0.2,0,0,1.23,30,8,9.08,"easy",1
"1-q9",-0.1,0,-1,1.6,40,7.5,4.12,"hard",0
"6-q1",-0.8,-1,-1,1.23,70,13.5,7.37,"easy",-1.4
"0-q2",-0.7,-1,-1,1.64,60,5.5,5.4,"easy",-1.4
"10-q9",-0.6,0,0,1.26,30,8,9.13,"hard",0
"5-q1",-0.9,-1,-3,1.97,60,6,4.37,"hard",0.8
"10-q3",2.5,3,3,1.58,90,5,4.74,"easy",1.6
"6-q1",-1.4,-2,-2,1.84,80,9.5,6.19,"easy",-1.4
"9-q6",-0.1,0,0,1.37,40,6.5,4.2,"hard",0.2
"10-q9",0.2,0,0,1.14,20,5,4.74,"hard",0
"8-q10",0.3,0,0,1.77,30,7,2.67,"hard",0.8
"2-q3",1.4,1,3,1.51,70,6.5,9.42,"easy",0.8
"10-q5",0.4,0,0,1.07,30,5,4.74,"hard",0.2
"7-q6",-1.7,-1.5,-1,0.82,100,17,10.17,"easy",-1.8
"2-q4",-0.2,0,0,1.4,30,6.5,9.42,"hard",-1
"5-q5",0.7,1,1,1.06,60,9,8.74,"hard",-0.4
"6-q8",1.8,1,1,1.03,100,8.5,8.58,"easy",1
"10-q4",0.6,1,1,1.9,70,8,9.13,"hard",0.2
"1-q2",-2.2,-3,-3,1.87,90,7,9.14,"easy",-2.6
"0-q9",-1.3,-1,-1,0.48,100,5.5,5.4,"easy",-1.2
"8-q8",-1,-1,-1,1.83,80,7,2.67,"easy",-0.6
"8-q5",1.4,1,3,1.51,70,4.5,7.07,"easy",1.6
"2-q9",-1.5,-2,-3,1.96,80,6.5,9.42,"hard",-0.6
"9-q6",-0.7,-1,-1,1.7,70,12,8.5,"hard",0.2
"10-q5",-0.1,0,0,1.66,30,8,9.13,"hard",0.2
"10-q3",3,3,3,0,100,9.5,9.98,"easy",1.6
"3-q8",-2.8,-3,-3,0.42,100,9,8.19,"easy",-1.8
"3-q5",-0.4,-0.5,-1,0.97,50,9,8.19,"hard",0.6
"0-q6",3,3,3,0,100,5.5,5.4,"easy",3
"9-q5",-2.9,-3,-3,0.32,100,12,8.5,"easy",-3
"9-q10",1.3,1,1,1.77,80,12,8.5,"easy",0.6
"2-q4",0.3,0,3,2.26,40,10.5,8.82,"hard",-1
"8-q7",1.5,1,1,1.58,90,4.5,7.07,"hard",0
"3-q5",-0.8,-0.5,0,1.23,50,5.5,8.83,"hard",0.6
"3-q9",0.2,0,0,0.92,40,9,8.19,"hard",-0.4
"10-q7",1.7,2,3,1.42,70,8,9.13,"hard",-0.2
"0-q4",0.1,1,1,2.18,60,8,6.26,"hard",-1
"10-q7",1.1,1,1,1.2,80,9.5,9.98,"hard",-0.2
"5-q1",-0.9,-1,-2,1.37,60,9,8.74,"hard",0.8
"8-q7",1.9,2,3,1.2,90,7,2.67,"hard",0
"4-q8",0,0,0,2.05,30,14,7.89,"easy",1
"10-q4",0.5,0,-1,1.51,40,9.5,9.98,"hard",0.2
"10-q2",0.7,0.5,0,1.42,50,9.5,9.98,"hard",0.4
"6-q8",1.3,1,1,0.95,90,13.5,7.37,"easy",1
"2-q7",-1.2,-1,-3,1.93,70,6.5,9.42,"hard",0
"4-q5",1.3,2,3,2.06,60,8,9.08,"hard",0.6
"5-q2",-2.9,-3,-3,0.32,100,8.5,7.87,"easy",-1.8
"3-q4",2.1,3,3,1.2,90,5.5,8.83,"hard",0.4
"7-q2",0.1,-0.5,3,2.73,50,17,10.17,"hard",-0.8
"9-q1",-0.4,-2,-2,2.46,60,12,8.5,"easy",-1.2
"1-q5",-1.4,-1,-1,1.17,90,7,9.14,"easy",-1.2
"7-q4",0.3,0,0,1.89,40,17,10.17,"easy",1.8
"7-q5",1.5,1,1,1.43,80,17,10.17,"hard",-0.4
"7-q1",-1.6,-2,-3,1.9,80,17,10.17,"hard",-0.2
"4-q6",2,2,1,1.05,100,14,7.89,"hard",0.4
"6-q3",0.7,0.5,0,0.95,50,13.5,7.37,"hard",0
"3-q10",-0.6,-1,-1,0.52,60,9,8.19,"hard",0
"7-q8",-0.4,0,0,1.58,40,17,10.17,"hard",0.4
"6-q3",0.7,0.5,0,0.95,50,8.5,8.58,"hard",0
"3-q5",-0.6,0,0,0.84,40,6.5,6.11,"hard",0.6
"3-q1",0.4,0,0,1.07,30,9,8.19,"hard",-0.6
"7-q2",-0.2,0,0,1.48,40,14.5,8.01,"hard",-0.8
"6-q3",0.5,0.5,1,1.27,50,9.5,6.19,"hard",0
"4-q5",0.6,0,0,1.78,30,14,7.89,"hard",0.6
